PROP_ID,FLOOR_NUM
R69328370,2
L70237148,15
D70459828,2
K70459666,2
B70458728,14
O70442766,6
Z70418716,7
W70417800,4
Y70401288,8
G70307808,3
W70395058,11
N61010914,1
E67927738,
C67923506,8
F68496708,
O70356312,
C70356248,
C70353420,
G70353324,
V69820186,8
O69866734,12
C70257788,1
G70241624,10
A70212586,12
L70106826,1
L70208412,G
F70178486,
W70138546,2
A70134548,9
P70110586,
K70110514,
D70098492,7
X70098452,10
X70088420,3
H70028560,5
O70012874,9
D70009420,9
Y70006484,3
I70006482,3
P69949746,9
W69726428,7
H69657008,7
O68771868,2
E68706580,5
J70748402,2
P70733818,4
C70733494,6
Z70665436,5
X70643992,1
L70643314,2
B60575196,6
Y66821280,5
D70163980,8
J66454276,2
M67804538,5
R68057670,10
V62177724,8
I70445512,15
N70445078,20
L70443542,4
A70133554,10
O70200842,11
P70146374,5
D70133452,4
B66384598,6
X70125942,
M70110168,12
Z66150836,8
R66060812,9
S69959820,
K69907368,
O56244354,20
R56244402,20
T49397961,8
I68830530,2
I68357902,9
C45740909,6
L45741083,10
X46659787,G
T49416051,4
R65186122,35
F66820780,25
S66011008,4
R66201436,
O70209522,7
Y70230796,24
K70878000,7
K70874254,2
R70830932,6
M70800906,9
F70754154,11
I66010958,7
A67454910,7
L70749594,10
H64545182,17
T66011068,9
G70281058,11
L66376170,15
L61030782,15
P70927826,7
U70857824,
Y70767376,10
Z70762046,15
A70622354,10
A70553062,
M70511060,7
C70500984,9
M70388708,8
J70375226,5
P70082036,11
N69182652,7
N64613562,3
P64450366,3
B68854734,4
R70014290,
D57921736,5
I58785096,8
Q48229495,7
Z44086063,6
X44085651,16
I42802829,12
R48114245,12
N48891527,15
P42716593,18
A42805519,5
V69711876,23
B70854466,5
E70750004,18
W70659602,G
W70660570,10
V70610944,21
N70589852,9
I68212060,2
H70483920,1
V70104118,4
B70380670,2
F70141416,5
S70104758,19
D70103950,7
G69866696,5
J66266120,9
N68402112,7
C64383650,20
M70649332,6
F70975018,9
I68538394,17
H70914086,3
Q70910950,3
E70910848,2
X70794254,6
Y70794212,2
K70794184,2
M70794156,4
U70794112,7
X70794094,7
J70794066,5
P70788938,5
B69508996,6
X70772692,3
H64190342,7
J70706180,13
S70686670,3
S70684202,2
W70663986,6
A70636836,10
A70636172,2
K70630204,9
X70614828,2
S70608718,8
O70594480,5
T70593826,5
L70577006,2
R70537472,4
D70537314,8
N70537046,6
C70450936,26
B70297700,10
T70389442,2
Z70379754,2
P70370890,14
F70358106,1
K69122484,
J69123006,
E68321572,10
G70301620,1
K70300174,22
E70299874,18
B70299570,20
M61377936,3
R69125904,12
V69126822,2
X69130256,15
U69130294,9
J70268910,
P70196000,
Q63856342,6
J70115478,1
H70115134,1
X70096640,1
Q70096092,1
K68825290,4
X68825298,2
L62951714,G
B68840920,4
L68841892,6
V68842104,4
T70028406,1
F70028244,1
G70027554,9
R70026834,G
F69991100,7
E69939552,2
Z69902342,6
X69590558,4
G69589246,G
A64232832,11
P70939538,
T70933530,4
F70881770,3
R70853232,3
W70832590,1
G70832446,1
W70831846,2
Y70808630,8
O70751028,
K70750120,
C70727552,1
T70724082,9
E70722484,9
Y70716688,20
T70711066,11
R70709694,5
A70688740,1
N70646618,7
Q70644838,17
U70626664,2
H70626606,
C67120292,
I70544292,10
S70544052,25
Y70543830,20
L70531308,
C70521890,9
K70495442,
D70487966,
G69895236,1
V70477632,4
P70477264,6
W70476650,11
Q70476430,G
Z70467824,2
U70466660,2
Y70462214,10
T70450364,G
L70434610,1
P70434536,2
A70407804,10
P70397082,9
Z70338184,4
L70337376,2
H70335292,2
E70334762,1
O70318536,7
W70315764,10
V70315476,G
B70315262,8
G70315122,7
U70303992,1
Q70227346,4
G70196264,9
D70180532,8
B70125672,1
U70126282,26
X70106162,14
U70083322,2
T70069422,18
A36888079,4
B69756760,
S65867430,1
S69550216,11
A69550068,16
M69549898,3
W62844810,1
T69437968,1
G64422456,2
S66827866,3
O66202436,2
D6363765,4
O70340856,
U68289174,9
T70534422,9
D70122248,
D70091646,
Y67240756,5
P65804934,
F65804872,
D61337904,10
V69847724,10
N70281234,12
O68263832,
B70282608,14
E70282436,11
P63476380,12
C69847946,15
N70043450,15
E69848408,7
Q69848078,16
R68245772,
B70269720,
A64944642,5
D70874654,2
D70664778,1
F70664326,17
U70664220,8
T70664078,3
M70586852,5
F70586622,2
V70586226,3
I70407226,11
I70406734,8
P70250540,3
X63078580,6
R69994006,1
P71006066,5
D70991414,2
J70988656,28
Q70500156,7
I68452460,10
W65041932,5
R63532268,3
R69555258,7
D69558300,8
K69557662,G
T69558570,12
D69558628,2
W69574392,12
B69577982,12
O69579626,6
B70721734,11
X69054130,2
I70703708,2
I70676496,11
V70676452,8
Z70663662,8
V66915388,3
W66891352,
Q65608634,11
M63020128,7
O63534272,9
A70587414,7
M70587832,8
J70588068,19
M68451874,3
F58663354,1
G58589204,
O70510916,9
T70477420,1
N70467602,12
T70198100,4
I70182686,2
C70164796,14
L67318774,15
W62950472,25
J70401724,
I70390964,
N70390870,
V70389292,12
M70389206,20
Q70376720,G
U70307862,8
I45937539,12
Q70333108,3
Y64440800,5
X56237070,
Y58585336,2
W70286320,11
R70279936,3
Q70268414,5
H70258856,11
P70212872,3
O70210890,8
S69727922,4
N70202684,8
S70199502,3
I70199032,2
D70197690,3
O70182724,8
F70182456,4
G70181890,
D70181668,
K70140112,4
B65149664,10
G69957274,5
E45860839,3
I34721521,12
O46886725,7
R45832437,1
L67550496,
A54713184,15
A67013660,2
P67013262,1
N62495202,
S69897566,6
E61449810,5
Z61486948,6
P69064948,6
U68463516,10
Z70155546,
O70046370,21
O70045766,12
P70045596,15
C70969370,11
M70968558,10
A70952364,2
U70951990,1
R65956288,1
W66024376,3
A63578554,2
T67222794,4
N70073880,4
P67484944,1
T70029232,23
T70951532,3
D70943764,25
L70943622,7
K68174766,
D61841442,1
I68202246,8
V70838658,4
D70838212,7
Q70837334,15
E70836846,8
P70836558,10
O70831810,10
I64591972,
C70798488,
B70751476,3
F70751060,3
E70702426,
Q70694914,4
J70658330,5
E70649124,2
Q70633512,G
S70623700,18
L57938856,
P69460044,
W70590918,8
Y70511934,7
F70475334,8
J70429388,16
B70429130,7
E63150364,19
G70381798,8
F68905542,5
V70360758,3
T70328418,18
C70327840,19
R70327716,29
F70307898,14
F70306064,30
Z70266960,8
N68906990,6
V68773332,4
W67244064,16
N70219044,2
Z70218326,2
D70217978,3
V70217632,3
K70217414,3
P70215566,2
W70215286,1
E70214202,1
A70213892,1
R70211716,1
J70206604,4
J70194236,
U70194068,
N70193880,
C70157878,12
C70074422,5
H70047496,2
P70047164,2
B64099606,2
T62944330,8
T64660414,1
B67550906,
U63500210,23
Q70029760,4
H65370776,3
E69978688,2
H69973994,10
M69955996,3
D69453900,2
Z64726172,
Z68936284,7
K68763888,12
E68261492,
L68248356,
N68248004,
L68243722,
Y68234144,
S68233900,
V68233788,
G68229726,
H64964206,
J70472350,1
S68896564,1
E69216012,4
U69191866,1
N69155868,1
B69184508,G
M69084956,1
X69039474,1
X69032230,1
G68896462,G
U70747920,2
G54974874,2
D66257210,2
O70577280,
Z70576868,
C68214280,
F68260154,
H68251562,
L68248642,
I68248548,
Y68248444,
B68247306,
V68235094,
L68232844,
Z68232740,
E63832370,
Q70872804,L
I70233384,2
I69985570,1
S70390122,1
D70798730,1
S70668460,
K70614506,
V70567822,4
P70549990,2
O61070790,11
F70151220,5
F69986510,2
J61071112,14
X69735006,
O70899036,
L70789590,
Y70706616,
F70394250,
P70394084,
B70289660,
I70148468,
P70125644,
Z70124234,G
R70123548,7
W70119200,
Z70088924,
K70068756,1
K70051050,
E69893424,8
J70853710,
T64500362,
O70159752,
A63875394,14
Z70967558,4
A70954078,
U69185722,2
E70901626,11
C70884712,
D70884258,
P70884230,1
P70884102,
O70802786,6
P70801638,6
Z70798068,2
S70771610,
E70771470,
F70766156,7
U70722062,1
Z70708552,G
V70705448,9
N70634288,3
O69185544,4
J70608366,1
R70608222,
D70608020,
F70607776,
N70591448,
E70585058,
Z70584490,
L70584234,
C70565002,5
C70549852,
G70497462,4
Z70483564,
X70441198,
P70427250,
P70055440,11
Z70055560,11
J70404714,1
I70402066,6
S70054718,7
J70219242,1
Z70215070,
M70214198,1
T70214024,3
K70213896,
K70212624,16
J69578070,10
S70125160,2
R70114886,
B70111024,
G70110640,
W70110446,
X70109250,
E70109116,
G70106720,
N70061768,2
I70054396,13
Y70045336,12
T70025732,17
N69960592,18
J69960276,6
N68735742,2
J68676748,1
B69310386,10
F69577282,6
H69252604,G
X68826830,10
T70472460,
U68765336,9
P70368496,7
D70306196,
K70306118,
P69931910,10
P70155616,
J69969514,9
H69952338,12
D69898254,8
E70875770,3
W70859928,24
G69458156,4
B70839022,22
N70832672,16
Q70682386,5
V70681170,5
V70523906,5
X70266616,7
C70066852,12
M70436358,G
W70314430,23
K70463156,2
E70449490,7
A70375250,2
D70404380,2
E70381654,19
P70381538,26
E70341548,18
G68865322,6
Q70314568,16
W70251286,
I70250502,
I70202244,15
A70145264,1
S68883144,5
L70101544,10
Q70101202,10
D68890490,3
M70069594,6
R70027256,9
J70001782,11
G66077462,
G69993438,9
H69991014,15
B69966186,12
V69959724,
R69939968,
D69924660,12
M69829836,16
Z67141134,
K69056946,2
Z67656068,
P68567412,
X65053512,
W68449754,1
U67880112,3
W65291634,G
M51503950,
E67532694,2
E67532584,2
X67521654,1
U67518296,1
S70947422,12
X70946978,8
M70459178,1
W70711050,6
F70710566,
W70709520,2
D70675598,3
V70619678,
R70614416,G
U70547578,4
Z70488284,2
O70487486,1
E70480536,
D70480408,
K70469206,4
N70432808,
H60428186,16
S70287950,
W70160774,G
Z69859494,4
I51162064,5
A70536628,1
K71013232,4
S70992540,
B65878488,
U70914504,4
K70884654,2
V70877134,
A70857684,5
A70834964,7
F70834746,7
I70832834,25
G70811510,
Q70799684,15
U70773010,4
T70769152,4
N70277136,5
D70698422,14
I70697924,
M70666654,
U70665434,
A70665130,
F70664896,
S70656556,
Z70633576,11
I70608002,2
K70607446,2
X70574222,2
X70587526,1
P70478354,3
C70475826,27
Z70449494,11
K70448944,4
U70421654,19
F70413572,6
P68355284,3
R70392184,5
D70306042,8
H70241074,16
A70221646,8
S70195944,3
N70156138,5
F68283352,8
Q68246390,10
H70044774,2
Q68282948,10
L69031040,12
G70011334,2
Y70010918,3
S69899836,12
I69779790,
Y69303326,1
P69196722,33
M69176776,G
X67603296,11
L68270334,6
F70962954,
V70928220,7
O70931992,G
K70930278,4
P70928872,4
O70928566,2
U70928450,3
V70914410,
O70907142,1
F70902202,1
K70897908,7
M70881720,15
S70880996,2
W70880170,G
J70873218,
K70870342,7
N70865772,G
D70858184,12
N70853528,
B70725710,9
L70797302,G
O70833298,G
V70831552,7
Q70802062,9
Q70794374,
P70773792,
Y70424848,19
R70760056,6
Q70758656,2
M70716826,3
Z70721300,7
K70721432,6
J70659668,5
P70659524,5
S70749826,5
K70658332,2
A70747938,1
K70744762,7
W70659434,2
R70738906,G
E70738686,5
F70725412,7
K70731058,
A70726286,9
H70724406,8
R70647742,1
F70665918,25
I70646866,9
O70620374,8
Z70619680,5
T70616668,5
P70614218,3
B70597508,L
X70594262,
I70591648,5
P70590564,10
D70586372,9
R70579606,
C70567306,2
B70505348,G
L70567672,G
R70545304,2
T70541670,
C70541614,1
Z70531082,6
D70333786,6
Y70488180,8
M70481248,12
G70477904,2
E70477182,12
G70474184,2
R70469328,11
Q70468924,14
V70468476,14
Y70420000,1
J70372608,2
L70353406,
Z70411488,5
V70410976,5
W70405008,
M70401450,14
F70401166,8
E70373168,3
C70372676,
G70356644,10
C70355878,4
T70341102,3
N70350636,
V70342026,2
L70334126,8
O70319096,16
R70318404,2
R70286130,
V70286086,
E70286034,
S70241386,1
L70224968,12
D70224868,8
T70221518,7
W70216764,24
B70193908,6
A70180782,
N70163378,8
E70125702,24
K70112600,G
M70111796,14
P70111062,30
J70101208,
A70080158,2
A70074582,
N70068964,7
H70065786,10
Y70064996,6
A70043412,9
N70029042,1
D70028474,1
A70027612,7
W69992694,1
D69942652,2
Z69942558,2
G69942434,2
O69942182,
P69941960,5
O69941876,4
J69940364,5
L69894808,8
R70855176,
R70362184,13
U71018426,4
C71001270,9
E70991550,23
I70987466,
S70976666,3
U70975772,2
J70950200,3
B70971218,2
K70952550,2
Q68380972,2
T70951650,9
P70951552,9
C70934272,2
G70932866,5
L70931486,33
D70929898,3
Q70915610,
L70907336,
C70907220,
L70906968,
V70906882,
N70891646,4
B70891606,10
M70889660,
P70889364,1
K70889226,2
U70874856,3
T70874114,2
L70879152,
L70720996,2
P70854200,1
M70871562,7
S70868414,1
G70866094,2
W70646718,6
B66447660,
U69437216,1
R70858250,1
X70848528,15
B70845762,1
L70837104,1
G70835386,16
A70829636,12
Q70804672,4
E69532914,
C70800362,
M70798834,7
A70798546,4
O70796208,16
V70795312,1
P70795302,
W70787452,5
H70787380,4
E70497826,19
F70772188,3
T70769006,13
D70614346,8
M70756148,4
F70755276,26
Y70518756,4
F70744146,
H70743872,2
R70743238,3
U70730134,2
L70723854,G
T70728234,
C70721248,9
V69790570,3
C70724012,5
X70723672,4
E70043140,12
G70333370,1
Q70394070,10
Z70444012,2
E70618764,G
P70703240,7
G70695396,5
U70680590,1
Y70660858,8
J70532006,10
Z70641510,12
I70635734,17
E68145432,1
R62780740,4
T66449864,
Q64703456,1
P67238486,4
I65104244,2
Y66958634,G
Y61532406,3
M67458540,2
B63532598,G
V59229052,G
F59635828,1
S62349586,1
V70496714,15
B70616862,7
B70511266,5
A70511136,4
W70473254,5
Z70511184,3
U70511052,4
P70607266,15
O70594276,7
F70593168,1
R70366110,9
G70407220,10
M70363364,15
R70536336,
P70519236,4
H70518556,G
J70516668,
Y70511954,G
Q70496496,6
V70496390,4
Z70481998,10
S70481870,8
C70481654,7
V70481538,24
K70477912,21
G70477822,10
L70475596,2
U70472912,8
D70448456,15
Q70408054,3
R70392068,1
H70362400,7
N65344616,3
T70357734,
W70356192,3
H70353706,2
T70350468,
X70344284,18
Z70341810,18
J70339844,12
L70335112,15
M70334796,16
D70333290,15
A70324786,3
L70075054,4
Q70310002,2
S70301820,1
O70299806,
S70297652,
M68143418,6
B70291902,
T70291342,
X70291258,
O70256368,19
Y70238772,9
T70286178,
X70282616,
V70249610,4
C70281416,25
M70234000,5
L70233202,3
P70232550,2
M70232382,4
J70230404,1
Y70210424,18
X70196104,2
X70194562,1
S68976850,2
T69019412,9
W70081272,5
I70108688,21
H70072028,10
L70071834,12
I69923532,
I69992784,
T70106562,
O69923352,
G69900346,
V69923042,
X70100868,11
E70088242,9
V70088016,12
I70083562,2
K70081456,19
D70076430,
X70075576,1
Q70068034,4
L70069964,4
I70035180,8
A70043690,15
T70026170,
D70002478,31
L70002244,10
U69993702,22
X69973962,12
Z69957952,G
G69955410,16
U69898122,G
I69880526,14
O69848282,9
I69816918,2
I69738840,10
Z69688974,2
J69618808,1
D69608406,8
O69472928,2
J69341570,12
A69232206,12
M67373578,12
P70299002,7
I70580502,10
A70464684,10
J70527890,7
R68232820,11
A70460998,20
D70299302,10
L70422340,9
Q70386766,10
Y70379124,1
O70355820,16
H70233908,9
V70228476,6
A70069974,9
M70006550,
S69992368,6
F69992628,8
L69992194,7
W69938916,2
X71004914,6
S70936924,7
H70624134,4
Q70623972,3
H70623896,3
F70600944,4
T70600900,4
P70600848,4
I70600658,4
Y70600590,4
A70429316,
N70230190,4
A70110814,2
X70107500,
C69859702,2
E70798502,9
C70709560,6
I56236772,2
E70111442,1
P70082958,3
J70344474,14
D70337422,16
G70109606,
N70028022,
R70027940,
F70027834,
C70027454,
M70027394,
G70688578,
V70678776,6
Q70676072,11
D70314842,2
A70226850,10
R69963784,5
L69963888,5
G59983762,8
B59842588,
W70128350,4
Q69974470,1
M62910168,18
B70850716,
T70756258,1
O70755862,4
L70754578,
H70754184,
Q70694478,
Z70693462,
N70518308,4
Z70518290,4
J70518258,4
U70488390,9
W70488220,6
B70488054,4
J70487472,3
J70377840,G
M70376400,1
G70371860,G
S70371552,
K69034394,2
N70239216,2
F70125506,2
L70125022,2
C70046114,
F68812856,G
G68658750,2
Q70997056,11
F70974580,15
T70974108,5
I70926752,11
Q70926320,11
F70926214,6
L70925556,4
A66102728,1
D70074380,3
X69890964,1
J70999136,26
Z70992108,7
Z70991878,11
A70990510,G
B70749034,9
I70863980,34
R70862846,36
L70859960,15
W70751636,12
D70750850,10
S70750620,G
F70725758,
U70706564,15
G70630450,6
M70619686,33
C70619472,3
A70619138,12
Z70618718,12
G70615166,7
O70597712,10
B70597144,25
M70497650,10
N70406324,5
D69952254,12
E70388446,3
Z61567738,7
C70115980,10
O70076118,10
S70075932,12
S70075818,5
L70067466,18
Y70044656,23
H70012960,14
J67480246,19
R69901468,17
G68818114,2
F68859002,2
V68858816,2
Z69709980,1
S69735452,1
N69735346,3
Y69706568,2
D69706298,2
B69735680,4
S69710238,2
K69987328,G
J70643938,
M70588610,4
A70576578,7
A70171324,2
V70158514,
P70158200,
W70047674,7
O70024434,18
Y68040998,
S68042796,
E69996280,
C69992564,3
K69960924,26
U69949278,2
Y67631472,10
I61953384,10
E70089736,
T69621382,3
Q70963514,4
V70963622,2
U70952800,1
A70728416,9
T70606544,1
O70105404,3
J63528864,3
B68241590,
N70196980,1
M69143800,3
D69164502,1
J65550062,1
Q70486556,11
X70024342,3
H67533468,1
V65623190,1
Z68729260,
T70023764,2
X70071568,2
Z69961438,2
D69801598,1
Z68434956,G
L69480294,2
C70215140,
P65627240,1
F58860682,1
M69941362,9
C70989026,1
U70915066,8
F70906344,27
H70894332,3
W70831354,G
Z70767828,G
B70761772,
W70733460,11
N70733328,2
K70732192,8
L70731562,G
C70728408,9
F70727964,
I70727814,
D70727642,
J70727278,2
E70726768,3
E70726442,3
C70718098,10
L70659982,2
R70651538,4
R70651438,1
O70651322,1
K70651154,1
P70651132,4
T70651110,4
X70651082,2
R70651042,3
A70651010,2
T70650986,3
A70650948,2
F70644720,3
M70603988,7
H70566768,
Z70530392,2
U70529834,2
O70518346,
V70480154,2
D70407268,5
O68783578,
O70067586,1
H69908362,2
Y69908350,4
Z69908336,1
S69908318,4
N69908296,1
Y69897260,11
A69491672,2
B69594794,6
H68969432,6
U67697930,
H70026030,2
I70648310,10
N70517644,39
E70511854,5
C70478404,11
D70475512,8
F70033268,
B69935558,1
T69281956,21
A70958898,17
F70881134,11
B70877960,30
R70861870,30
G70859974,30
A70859534,30
P70857446,3
O70460412,G
I70771602,5
V70751142,7
Q70749924,7
T70705402,4
K70703122,8
F70701574,8
M70696436,20
K70661466,7
U70661370,8
G70661934,8
Q70662052,12
H70661824,12
G70611432,7
Y70661232,7
R70662300,6
X70662228,5
L70662142,12
W70661968,10
I70661890,10
A70661644,8
V70661554,6
T70611858,6
F70611216,4
R63481696,12
G58890496,7
O63618002,18
J65828894,1
B63948540,3
L70346742,15
X70345856,3
A64781746,20
B70317302,7
L70316160,12
B70314906,7
G70314624,7
L70314338,G
P69975420,2
A64291752,8
F63617718,14
M58814136,9
E66052456,4
Z66834082,9
P62487472,20
X58984916,11
I66307962,7
E65845866,14
Q59278746,4
P58857756,3
O67659048,G
B70068734,7
R70022430,9
W60787006,2
Y59754256,
M60736834,
W51823718,
V44564213,
B69099522,7
Q69055292,9
K69054818,7
U69054664,9
V69054408,8
E66835532,10
W67512900,8
V68501930,4
U70281500,1
X70211302,4
I70199142,16
P69277410,9
D69728644,15
G70486132,G
U70485302,G
U69050658,
S70352120,2
M68845768,4
N68845186,11
G68498232,
E68300238,G
F70794132,6
L70497814,12
T70473064,7
O70341176,6
E70340348,7
W70339180,14
V70338692,8
I70377640,1
Z70300612,1
R70268724,1
H70194122,5
I70184574,4
M70117218,2
Z70097382,2
Y70979064,
I70967326,G
P70967106,1
L70861622,3
R70934760,30
K70895544,
C70881894,G
M70775348,14
T70748060,6
J68796342,1
Y70663510,2
C70463026,G
D70553694,10
S70542334,
W70497668,2
F70495444,2
T70429060,1
G70391508,16
E70033558,14
S69942202,10
B70265350,3
S70025982,1
Y70217500,2
O70209468,
V70162998,10
F70086024,3
P70084596,2
S70084164,2
Y69996182,4
F69992266,G
H69960228,1
A69960406,2
O69959838,1
T69936602,1
R69917612,2
C69917516,3
T69902038,8
T69901754,2
V69901672,3
H67855768,
O70685962,41
Q67478474,4
E70884142,8
K70882846,6
Y70839664,2
L70636144,1
R70619878,1
T71004790,1
P70968044,2
B70872142,
Y69104872,G
A70765056,2
B70716932,5
M70704968,5
Z70688968,1
A70614692,6
K69422244,5
G68818224,6
E68810006,3
U69312126,5
A69475194,1
B70591480,1
X70548806,G
P70495446,6
O70448658,5
W70417460,1
H70401920,G
T70401656,G
J70390680,6
O70368276,11
C70350172,14
K70350162,15
C70269004,G
Q70250836,6
U70249098,7
C70112744,5
B70090582,10
Q70066972,G
F70050462,12
H70049020,4
L70020264,6
G70015712,4
Y70010412,4
R70003102,8
E69937112,12
W69936928,11
X69359144,5
M69050928,1
H68990396,1
J68975488,2
B68931380,2
K70425914,1
M51454224,
V69268952,1
E69250500,1
U70973782,4
N70911636,
U70906690,9
P70740348,10
G70867114,5
T70866974,8
Z70799214,1
K70787606,8
H70704104,11
B70685272,5
T70530694,3
W70530528,4
C70526268,10
V70525900,10
N70510926,8
Q70510688,G
D70497936,7
F70450418,G
V70341788,7
L70341612,5
O70340660,5
S70339748,5
Z70183836,8
P70182982,12
J70181436,4
D70124568,2
V70034730,3
Y70023770,7
V70023142,5
L70022608,3
X70015678,G
X70012128,3
B70012080,3
A70012006,2
K69972988,19
E69938706,19
D69938290,5
B69936436,10
B69918886,12
Q69916858,9
Z69916650,12
G69530166,6
F69436556,10
D69436204,10
I69435760,10
Y69435434,12
B39435599,
I63385826,1
Y20641383,10
C58709034,16
X59596500,32
G23798278,25
R23798398,16
K21691199,25
N25076021,7
B70794168,6
V71013192,4
M71013058,3
H70880080,1
Y70850198,14
B70850086,7
C70849898,24
C70836890,22
A70836544,11
G70836460,14
P70831566,G
U70190184,2
F70189942,5
N70190050,6
F70190474,5
S70190322,3
Z70663364,24
R70662904,5
R70656474,2
M70530300,5
B70382428,10
B70538992,2
F70538952,2
O70538558,2
V70469916,4
R70466302,4
Z70423178,3
U67485720,G
P70419748,15
L70418936,14
R70418582,20
W70418476,21
N70405852,11
J70401142,7
J70339278,G
V62234674,10
B70327070,2
L70257276,
X70239018,
Q69975076,4
I69975816,7
H70082944,
J70063044,
O69960008,G
G69715408,5
R69137466,7
K69120078,G
Y68884816,7
G68775138,9
B68774894,1
E68550826,17
Q68550746,8
V68357246,2
K68355994,8
R65294678,8
A70785326,29
R70460776,3
N70478854,20
Z70365036,3
G70216964,8
P70213816,4
Q71018096,4
B71017622,7
K71015502,17
L71009660,
D71007786,G
F70996928,11
A70991024,1
A70989620,1
G70988932,2
R66664186,4
O62631686,2
T70949008,5
I67968668,1
X67651858,2
L68226400,28
Q68539602,G
L70911158,2
B70911040,4
Q70905734,11
E70902224,8
Z70895462,8
L70876608,5
N70875874,10
B70874322,
H70871512,2
A70858290,9
N70857324,10
R70856620,
L70845248,G
N69428510,5
B70815558,5
V70797878,
I70797586,15
U70774310,
O70757420,G
O70754682,6
L70749410,1
U70747222,
K70739052,6
R70739028,4
N70738736,3
D70737738,14
Q69566986,3
X62632182,10
B67914764,10
C67646882,6
C69050946,11
F70728216,
I70728176,5
F70728128,
Q70727920,
J70727840,
H70727646,
I70727266,3
T70715202,6
H70702770,
M70529486,3
V70687674,G
J70675268,8
P70675234,2
I70675170,12
G70666868,19
Z70665894,6
M70655146,2
Z68383292,3
L65533566,3
H69433420,3
P70648500,G
N70620294,5
M70612300,2
P70612286,2
A70611820,4
I70571206,14
Z70582822,11
G70603680,8
S70591128,2
Q70590996,1
J70586330,31
A70532836,10
I70513118,1
Y70512520,1
O70511710,1
S70504402,1
Q70499790,7
U70493734,
M70482568,10
I70478972,18
J70462688,5
C67916244,8
D68622894,3
D68772494,3
C69138506,3
B70438452,2
W70423780,10
D70423338,6
J70423100,4
Z70422928,3
O70422534,6
Q70324240,G
Q70383504,8
R70377460,1
X70376614,11
X70374904,22
U70364460,7
X70364318,5
F70363712,10
P70363578,2
B70357112,
X70356210,
E70355172,1
U70340538,6
K70340276,10
M68865096,
N70336950,20
R70336768,18
M70336598,23
M70335586,12
W67690926,
J68810432,5
R70303512,2
S70302192,2
A70299392,1
F70291768,2
T66341958,4
Z65392076,2
X65461156,2
O68517088,2
U68537280,2
E68536800,3
O70287444,2
D70287214,1
L70283786,2
C70280498,19
N70280054,12
K70279654,
P67702938,
Q68076484,2
L70270574,1
M70258796,
H70251462,
L70251266,
U70250512,1
Z70240640,15
R70240108,1
H70233478,2
T70233314,2
L70233090,10
W70219296,3
K70217016,14
S70201112,8
F70190932,
N70190816,
V70190706,
V70181612,2
J70072386,10
Y70072328,8
K70072250,8
E70072644,9
V70071796,7
T70081122,4
F70140486,
T70137416,10
Z70128834,5
N70126630,7
C70117038,7
T70116612,8
U69943202,
S70114576,8
Y70110456,1
O70092956,
Z70087966,2
U70087426,2
Q70073488,1
Y70072542,6
S70068304,2
D70066808,11
G70054814,5
C70048906,3
O70044336,3
X70033636,2
F70029466,7
G70025484,10
A70025132,10
M70019772,10
R70011128,9
D64852284,4
R59549368,2
D69996982,2
F69979706,
T69954008,G
X69953998,1
J69937708,
B69919472,6
F69919308,2
F69919124,9
Q69905638,12
N69902522,3
G69902404,1
P69902238,2
Q67948682,8
B67947012,1
F69764252,15
H69607876,7
X69607964,5
C69701422,
F69028418,7
V69312636,6
O69312528,4
F69312328,2
G69308484,11
P69307970,1
X69257188,9
J69201258,
D69138426,4
J69115782,15
F69100344,6
M67111446,2
O69051594,G
E69051150,14
V69050752,14
M69050852,5
E69050540,6
R69051424,12
Y53259548,6
X67542646,2
A71010476,17
G70943650,15
G70897994,2
R70913374,15
W70883898,15
O70882606,14
A70863496,14
L70861954,10
U70860150,20
J70859244,17
B70858348,3
W70857888,3
R70855076,4
Y70849068,23
V70804046,16
Z70793342,11
N70792736,31
M70792468,29
F70767060,10
G70760118,6
E70758586,10
U65695884,1
S64144758,4
F70465302,3
V70414040,G
U70200254,11
K70684974,2
X70681266,10
E65136098,2
Q64892360,1
Z70401652,4
Q64219384,1
E64218746,1
J64218980,3
U68973472,1
S68142576,2
H65268850,1
C70344818,2
W66817662,4
L66182940,3
F62870278,4
Z63497978,1
U63624918,4
N64348984,4
P64891428,2
L64028932,3
K65470550,4
B68792568,4
M70401516,20
U70367576,5
Z70367232,14
B70356806,2
N70339352,2
U70338204,20
J70326038,1
X70325890,8
N70278774,
O70021170,
K70221060,G
A70282818,10
C70289126,
Y70288984,
R70283342,4
M70211010,G
G70236582,19
C70236456,11
P70234646,20
T70234284,12
Q70233262,6
B70227056,6
G70220814,9
U70214870,G
Q70157322,9
A70093716,10
A70069138,11
A70199886,1
M70199520,3
D70199410,4
A70196710,3
M70196048,2
V70176536,1
M70157584,14
O70021056,8
T70069568,9
X70077526,3
A70071072,8
A70070914,15
K70070616,8
N70069848,11
I70069314,9
R70009286,18
X69993134,3
Q69991322,3
F69991740,1
W69993434,3
X69992190,2
F69991820,1
L70040798,8
Z70040686,11
E70040544,16
X70021426,5
R70021322,15
R70020962,14
K69946762,9
C69924576,10
M69993550,2
T69954092,5
K69947404,14
C70991666,4
A70991538,4
H70987238,1
I70985476,
A70980198,G
R70970016,4
W70946418,
P70946286,
J70911548,5
E70749934,
N70528352,2
O70528234,1
E70528058,3
M70506012,2
E70395014,19
U70277244,2
V70212856,1
C70197450,8
G70154506,8
Y70154658,5
P70089946,1
L70027484,14
